Capital or Revenue,Directorate,Transaction Number,Date,Service Area,Expenses Type,Amount,Supplier Name
Revenue,Childrens Services,5105647388,17.01.2014,Leaving Care Costs,Support Children,376.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105650646,31.01.2014,Special Guardianship Order Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105650646,31.01.2014,Special Guardianship Order Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105650646,31.01.2014,Special Guardianship Order Costs,Support Children,161.49,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645803,10.01.2014,Special Guardianship Order Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645803,10.01.2014,Special Guardianship Order Costs,Support Children,161.49,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105647346,17.01.2014,Special Guardianship Order Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105647346,17.01.2014,Special Guardianship Order Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105647346,17.01.2014,Special Guardianship Order Costs,Support Children,161.49,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105648728,24.01.2014,Special Guardianship Order Costs,Support Children,161.49,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105648728,24.01.2014,Special Guardianship Order Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105648728,24.01.2014,Special Guardianship Order Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645803,10.01.2014,Special Guardianship Order Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645084,03.01.2014,Special Guardianship Order Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645084,03.01.2014,Special Guardianship Order Costs,Support Children,132.69,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645084,03.01.2014,Special Guardianship Order Costs,Support Children,161.49,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105647713,17.01.2014,Supporting People Older Persons,Payment to Private Contractors,120.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645814,10.01.2014,In-house Fostering,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645814,10.01.2014,In-house Fostering,Boarding Out Allowances,250.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645095,03.01.2014,In-house Fostering,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645095,03.01.2014,In-house Fostering,Boarding Out Allowances,136.42,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645095,03.01.2014,In-house Fostering,Boarding Out Allowances,250.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645814,10.01.2014,In-house Fostering,Boarding Out Allowances,221.13,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645814,10.01.2014,In-house Fostering,Boarding Out Allowances,10.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105650658,31.01.2014,In-house Fostering,Boarding Out Allowances,112.76,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105648740,24.01.2014,In-house Fostering,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105648740,24.01.2014,In-house Fostering,Boarding Out Allowances,250.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105648740,24.01.2014,In-house Fostering,Boarding Out Allowances,221.13,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105648740,24.01.2014,In-house Fostering,Boarding Out Allowances,10.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105647357,17.01.2014,In-house Fostering,Boarding Out Allowances,181.79,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105647357,17.01.2014,In-house Fostering,Boarding Out Allowances,250.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105650658,31.01.2014,In-house Fostering,Boarding Out Allowances,221.13,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105650658,31.01.2014,In-house Fostering,Boarding Out Allowances,10.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105647357,17.01.2014,In-house Fostering,Boarding Out Allowances,221.13,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105647357,17.01.2014,In-house Fostering,Boarding Out Allowances,10.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645095,03.01.2014,In-house Fostering,Boarding Out Allowances,10.00,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105645095,03.01.2014,In-house Fostering,Boarding Out Allowances,221.13,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105648389,22.01.2014,Leaseholds by LA,Accommodation Costs - Leaseholder Payments,835.08,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105648389,22.01.2014,Leaseholds by LA,Accommodation Costs - Leaseholder Payments,977.17,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105648389,22.01.2014,Leaseholds by LA,Accommodation Costs - Leaseholder Payments,769.43,REDACTED PERSONAL DATA
Revenue,Community Wellbeing & Social Care,5105648380,22.01.2014,Leaseholds by LA,Accommodation Costs - Leaseholder Payments,799.50,REDACTED PERSONAL DATA
Revenue,Childrens Services,5105647043,15.01.2014,Parent Partnership,Professional Services,25.00,NAPPS-NATIONAL ASSOCIATION PARENT PARTNERSHIP STAFF
Revenue,Economy & Environment,5105645365,08.01.2014,Technical Fire Safety & Enforcement,Advertising & Publicity,100.00,NATIONAL FIRE SPRINKLER NETWORK
Revenue,Childrens Services,5105648939,24.01.2014,Purchased Fostering,Charges from Independent Providers,"3,321.34",NATIONAL FOSTERING AGENCY LTD
Revenue,Childrens Services,5105648938,24.01.2014,Purchased Fostering,Charges from Independent Providers,"3,210.67",NATIONAL FOSTERING AGENCY LTD
Revenue,Childrens Services,5105648429,24.01.2014,Local Authority Care Advocacy Contract,Grants to External Bodies,"11,764.37",NATIONAL YOUTH ADVOCACY SERVICE
Revenue,Childrens Services,5105648956,31.01.2014,Local Authority Care Advocacy Contract,Grants to External Bodies,215.93,NATIONAL YOUTH ADVOCACY SERVICE
Revenue,Economy & Environment,5105647047,15.01.2014,LA 21,Payments to Voluntary and Other Associations,"2,750.00",NATURAL ENTERPRISE LTD
Revenue,Economy & Environment,5105646091,10.01.2014,A.O.N.B.,Consultants Fees,275.00,NATURAL ENTERPRISE LTD
Revenue,Community Wellbeing & Social Care,5105650441,29.01.2014,Workforce Development -  Westridge Centre,Minor Works,200.00,NAVIGATE SOLUTIONS LLP
Capital,Resources,5105646393,31.01.2014,Strategic Projects,ICT Hardware & Software - Capital,400.00,NAVIGATE SOLUTIONS LLP
Capital,Resources,5105646393,31.01.2014,Strategic Projects,ICT Hardware & Software - Capital,"1,050.00",NAVIGATE SOLUTIONS LLP
Revenue,Resources,5105650442,29.01.2014,Properties  - Other Properties,Grounds Maintenance,147.50,NAVIGATE SOLUTIONS LLP
Capital,Economy & Environment,5105646415,15.01.2014,Cremator Replacement,ICT Hardware & Software - Capital,"1,870.00",NAVIGATE SOLUTIONS LLP
Revenue,Community Wellbeing & Social Care,5105645699,10.01.2014,The Laurels,Fixed Telephones,107.89,NAVIGATE SOLUTIONS LLP
Revenue,Economy & Environment,5105650420,29.01.2014,Fire Technical Support,Vehicle Maintenance Costs,113.95,NEILSON DISTRIBUTION
Revenue,Economy & Environment,5105650450,29.01.2014,Fire Technical Support,Vehicle Maintenance Costs,189.40,NEILSON DISTRIBUTION
Revenue,Resources,5105650186,29.01.2014,Payroll,Computer Maintenance,"1,192.91",NEOPOST LTD
Revenue,Resources,5105650285,29.01.2014,County Hall Central Mail Room,Stationery,168.30,NEOPOST LTD
Revenue,Childrens Services,5105646433,15.01.2014,Clatterford Pupil Referral Unit (PRU),Professional Services,607.00,NETTLESTONE PRIMARY SCHOOL
Revenue,Childrens Services,5105646432,15.01.2014,Thompson House Tuition Centre (PRU),Professional Services,607.00,NETTLESTONE PRIMARY SCHOOL
Revenue,Childrens Services,5105648309,29.01.2014,Purchased Residential,Charges from Independent Providers,"21,046.78",NEW FOREST CARE LTD
Revenue,Economy & Environment,5105646073,10.01.2014,Parks and Gardens Misc Equip & Works,Operational Equipment,270.00,NEW FOREST FARM MACHINERY LTD
Revenue,Community Wellbeing & Social Care,5105647804,22.01.2014,Saxonbury,Agency staff,379.20,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105650132,29.01.2014,Saxonbury,Agency staff,"1,449.56",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105648531,24.01.2014,Saxonbury,Agency staff,764.37,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105648422,22.01.2014,Saxonbury,Agency staff,-210.18,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105651005,31.01.2014,Saxonbury,Agency staff,"1,444.24",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105650385,29.01.2014,Plean Dene,Agency staff,"1,817.26",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105650076,29.01.2014,Plean Dene,Agency staff,-322.40,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105650131,29.01.2014,Plean Dene,Agency staff,"2,142.93",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105650072,29.01.2014,Plean Dene,Agency staff,-5.52,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105650052,29.01.2014,Plean Dene,Agency staff,"1,449.73",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105650053,29.01.2014,Plean Dene,Agency staff,"1,953.53",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105650286,29.01.2014,Plean Dene,Agency staff,"1,572.82",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105647053,24.01.2014,Plean Dene,Agency staff,-17.00,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105647059,15.01.2014,Plean Dene,Agency staff,"2,055.45",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105647571,17.01.2014,Plean Dene,Agency staff,"1,809.97",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105633356,29.01.2014,Plean Dene,Agency staff,"3,532.98",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105645371,08.01.2014,Plean Dene,Agency staff,"1,529.12",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105633362,10.01.2014,Plean Dene,Agency staff,"1,502.87",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105633358,31.01.2014,Plean Dene,Agency staff,"3,099.26",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105641873,29.01.2014,Plean Dene,Agency staff,"2,213.51",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105640328,15.01.2014,Saxonbury,Agency staff,550.56,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105641965,02.01.2014,Saxonbury,Agency staff,802.46,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105643812,24.01.2014,Saxonbury,Agency staff,"1,061.92",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105645256,08.01.2014,Saxonbury,Agency staff,178.85,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105645258,08.01.2014,Saxonbury,Agency staff,612.48,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105638507,02.01.2014,Saxonbury,Agency staff,"1,514.33",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105645193,03.01.2014,Saxonbury,Agency staff,"1,792.87",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105646613,15.01.2014,Saxonbury,Agency staff,642.49,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105647783,17.01.2014,Saxonbury,Agency staff,"1,667.70",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105643825,08.01.2014,Highmead,Agency staff,218.12,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105644943,08.01.2014,Highmead,Agency staff,429.90,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105644945,08.01.2014,Highmead,Agency staff,125.67,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105650196,29.01.2014,Highmead,Agency staff,108.96,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105651040,31.01.2014,Highmead,Agency staff,218.99,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105651001,31.01.2014,40 Venner Avenue,Agency staff,"1,222.41",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105648533,29.01.2014,40 Venner Avenue,Agency staff,"2,475.13",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105650205,29.01.2014,40 Venner Avenue,Agency staff,"2,563.93",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105647806,22.01.2014,40 Venner Avenue,Agency staff,"2,573.54",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105646408,15.01.2014,40 Venner Avenue,Agency staff,"2,235.63",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105647221,17.01.2014,40 Venner Avenue,Agency staff,6.81,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105645260,10.01.2014,40 Venner Avenue,Agency staff,"1,969.73",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105643935,10.01.2014,40 Venner Avenue,Agency staff,"2,272.49",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105642003,08.01.2014,40 Venner Avenue,Agency staff,"2,085.21",NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105641869,02.01.2014,Seagulls,Agency staff,225.64,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105644944,08.01.2014,Seagulls,Agency staff,247.85,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105645246,03.01.2014,Seagulls,Agency staff,614.52,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105645257,08.01.2014,Seagulls,Agency staff,302.86,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105647051,22.01.2014,Seagulls,Agency staff,478.31,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105646570,15.01.2014,Seagulls,Agency staff,886.41,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105648942,24.01.2014,Seagulls,Agency staff,417.93,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105649005,24.01.2014,Seagulls,Agency staff,266.13,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105650191,31.01.2014,Seagulls,Agency staff,809.01,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105651061,31.01.2014,Seagulls,Agency staff,491.33,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105645496,10.01.2014,Seagulls,Agency staff,425.04,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105645623,10.01.2014,Seagulls,Agency staff,116.32,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105651068,31.01.2014,Overbrook,Agency staff,182.02,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105650200,28.01.2014,Overbrook,Agency staff,654.94,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105648421,22.01.2014,Overbrook,Agency staff,-500.50,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105648528,24.01.2014,Overbrook,Agency staff,672.94,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105647785,22.01.2014,Overbrook,Agency staff,345.39,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105646388,31.01.2014,Overbrook,Agency staff,422.35,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105645295,08.01.2014,Overbrook,Agency staff,576.06,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105641948,22.01.2014,Overbrook,Agency staff,309.62,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105640568,08.01.2014,Overbrook,Agency staff,241.45,NEWCROSS HEALTHCARE SOLUTIONS LTD
Revenue,Community Wellbeing & Social Care,5105643834,08.01.2014,Overbrook,Agency staff,249.87,NEWCROSS HEALTHCARE SOLUTIONS LTD
